DataZone,DZName,LAName,SAPE2017,WAPE2017,Rankv2,Quintilev2,Decilev2,Vigintilv2,Percentv2,IncRate,IncNumDep,IncRankv2,EmpRate,EmpNumDep,EmpRank,HlthCIF,HlthAlcSR,HlthDrugSR,HlthSMR,HlthDprsPc,HlthLBWTPc,HlthEmergS,HlthRank,EduAttend,EduAttain,EduNoQuals,EduPartici,EduUniver,EduRank,GAccPetrol,GAccDTGP,GAccDTPost,GAccDTPsch,GAccDTSsch,GAccDTRet,GAccPTGP,GAccPTPost,GAccPTRet,GAccBrdbnd,GAccRank,CrimeCount,CrimeRate,CrimeRank,HouseNumOC,HouseNumNC,HouseOCrat,HouseNCrat,HouseRank,Shape_Leng,Shape_Area,,,,,
S01008789,Great Junction Street - 05,City of Edinburgh,648,402,1334,1,2,4,20,23%,146,1106,15%,59,1494,170,207,181,136,23%,5%,143,935,68%,5.27,96,0%,9%,2507,2.78,1.64,2.77,1.59,5.04,2.2,4.77,5.27,5.41,0%,6464,44,672,559,151,34,23%,5%,427,2120.17963,121483.262,,,,,
S01008790,Great Junction Street - 06,City of Edinburgh,692,556,1935,2,3,6,28,14%,99,2378,14%,77,1710,140,95,85,119,21%,7%,84,2378,86%,0,110,0%,5%,2078,4.29,1.11,1.43,2.2,3.64,2.03,2.35,2.49,3.02,0%,6831,76,1098,161,145,35,23%,6%,404,1647.909291,55136.10967,,,,,
S01008791,Great Junction Street - 07,City of Edinburgh,987,809,4460,4,7,13,64,8%,79,3911,4%,29,5457,45,69,53,64,12%,0%,62,6000,74%,5.67,80,3%,8%,3057,5.11,3.05,1.29,2.05,3.89,3.45,5.94,3.8,5.91,0%,5463,56,565,779,233,39,27%,4%,314,1890.833782,100801.9841,,,,,
S01008792,South Leith - 01,City of Edinburgh,877,694,2828,3,5,9,41,12%,105,2908,11%,77,2397,110,129,153,117,18%,4%,99,2734,87%,4.94,72,6%,14%,3621,2.93,0.95,2.06,1.98,2.56,3.18,2.79,4.61,6.03,0%,6841,44,497,1018,159,50,21%,6%,502,2443.645803,219575.2496,,,,,
S01008793,South Leith - 02,City of Edinburgh,496,374,1746,2,3,6,26,18%,91,1672,13%,48,1964,150,204,345,93,16%,10%,111,1896,78%,5.86,105,14%,9%,2832,3.66,1.21,1.3,1.75,2.65,2.73,2.76,2.77,3.87,0%,6881,62,1246,113,169,39,40%,9%,39,1207.785168,43831.72744,,,,,
S01008794,South Leith - 03,City of Edinburgh,847,556,2256,2,4,7,33,17%,140,1982,10%,55,2703,140,149,307,122,21%,7%,155,1283,82%,4.2,92,4%,7%,2096,3.77,1.56,1.92,2.25,2.17,3.5,4.83,5.07,6.24,0%,6474,12,144,4288,193,28,23%,3%,585,2121.960255,123059.0077,,,,,
S01008795,South Leith - 04,City of Edinburgh,1183,1014,4867,4,7,14,70,6%,70,4640,4%,45,4879,55,64,64,130,12%,2%,58,5426,78%,4.67,51,8%,8%,2702,3.61,1.65,1.57,1.83,2.06,3.3,4.87,4.64,5.89,0%,6671,15,128,4588,317,116,28%,10%,139,1247.304704,45488.02493,,,,,
S01008796,South Leith - 05,City of Edinburgh,1095,854,2597,2,4,8,38,14%,153,2441,8%,72,3249,105,421,187,108,17%,9%,110,2368,75%,5.6,118,8%,4%,2038,4.26,2.12,1.04,1.29,2.77,3.14,5.5,3.51,6.04,0%,6692,40,361,1746,333,121,30%,11%,102,1298.77075,70675.16547,,,,,
S01008797,South Leith - 06,City of Edinburgh,888,739,4432,4,7,13,64,7%,59,4393,5%,35,4741,80,96,20,125,15%,8%,93,3824,79%,5.8,65,0%,11%,4485,4.34,2.48,1.01,1.3,2.71,2.66,5.95,3.52,5.07,0%,6712,46,513,951,264,115,28%,12%,108,972.162126,40436.27696,,,,,
S01008798,Easter Road and Hawkhill Avenue - 01,City of Edinburgh,809,657,3659,3,6,11,53,11%,86,3240,7%,49,3552,85,116,86,97,15%,0%,72,4027,82%,5,96,0%,11%,3408,3.74,2.35,1.83,2,2.04,2.93,6.13,4.82,5.45,0%,6392,24,301,2231,204,71,26%,9%,210,2242.307405,86855.99136,,,,,
S01008799,Easter Road and Hawkhill Avenue - 02,City of Edinburgh,744,605,2728,2,4,8,40,9%,67,3648,6%,39,3970,80,136,114,95,8%,0%,80,4561,65%,4.6,110,7%,2%,703,2.45,3.07,2.65,2.94,2.53,4.2,9.38,7.82,8.31,1%,4080,36,490,1054,332,2,50%,0%,29,1273.9966,72589.42784,,,,,
S01008800,Easter Road and Hawkhill Avenue - 03,City of Edinburgh,1149,997,4637,4,7,14,67,7%,82,4205,5%,50,4594,55,83,101,80,13%,9%,52,5555,77%,0,41,8%,4%,3480,3.3,3.06,2.53,3.19,1.71,3.56,8.34,6.57,9.81,0%,4956,11,97,5179,490,157,47%,15%,3,2028.825885,102685.3298,,,,,
S01008801,Easter Road and Hawkhill Avenue - 04,City of Edinburgh,935,793,4194,4,7,13,61,7%,61,4427,7%,55,3771,80,116,104,66,15%,3%,77,4162,73%,0,84,0%,8%,3833,3.99,2.24,1.56,2.95,1.02,2.6,5.15,3.46,7.83,0%,6706,33,358,1771,268,102,29%,11%,118,1266.969107,46843.68363,,,,,
S01008802,Leith (Albert Street) - 01,City of Edinburgh,1050,917,3469,3,5,10,50,9%,91,3741,7%,65,3669,95,171,149,162,14%,3%,102,3018,79%,5,80,6%,5%,2371,4.1,2.69,2.21,2.57,1.79,2.55,6.96,5.26,6.96,0%,6076,18,174,3813,356,134,37%,14%,27,948.7205179,41372.71405,,,,,
S01008803,Leith (Albert Street) - 02,City of Edinburgh,983,804,2104,2,4,7,31,16%,156,2085,12%,94,2245,125,323,112,111,18%,5%,109,2174,71%,4.63,87,2%,8%,1889,4.66,3.14,1.67,2.23,2.78,2.11,6.68,4.94,4.26,0%,6146,40,402,1494,334,89,35%,9%,64,1239.485812,46247.62872,,,,,
S01008804,Leith (Albert Street) - 03,City of Edinburgh,768,575,2628,2,4,8,38,14%,108,2431,9%,52,3023,110,210,102,264,29%,16%,82,1873,0%,0,81,0%,1%,3841,4.89,3.25,2.31,2.85,2.73,1.81,7.73,6.06,4.05,0%,5757,27,356,1780,230,83,43%,16%,10,1250.903842,33406.33352,,,,,
S01008805,Leith (Albert Street) - 04,City of Edinburgh,699,596,5755,5,9,17,83,4%,29,5385,3%,21,5486,55,137,16,44,11%,3%,54,6005,0%,0,36,0%,1%,4299,5.37,2.65,1.94,2.36,2.8,1.41,6.99,5.43,3.49,0%,6453,12,174,3810,108,73,17%,12%,397,1272.980426,30864.25312,,,,,
S01008806,Hillside and Calton Hill - 01,City of Edinburgh,1073,929,4948,4,8,15,71,7%,74,4299,4%,41,4906,55,68,142,85,12%,0%,54,5638,87%,5.44,48,0%,4%,4571,5.42,1.92,1.82,2.2,1.97,1.84,7.42,6.08,6.24,0%,6364,42,387,1573,244,66,24%,6%,341,1711.652482,66462.55219,,,,,
S01008807,Hillside and Calton Hill - 02,City of Edinburgh,801,690,3980,3,6,12,58,9%,69,3754,7%,46,3870,80,31,0,73,15%,4%,63,5050,83%,5.33,57,9%,1%,2697,4.84,1.59,1.07,2.42,1.36,2.09,4.44,2.79,6.78,0%,6895,25,316,2099,194,84,24%,11%,211,1550.889007,42509.95878,,,,,
S01008808,Hillside and Calton Hill - 03,City of Edinburgh,733,598,3927,3,6,12,57,10%,76,3312,9%,51,3212,105,127,113,102,15%,4%,84,3295,81%,5.88,61,0%,12%,4877,5.16,0.86,0.91,1.96,1.84,2.11,2.46,2.28,6.47,0%,6964,14,193,3501,101,40,15%,6%,1013,1410.471949,56184.06236,,,,,
S01008809,Hillside and Calton Hill - 04,City of Edinburgh,697,551,5923,5,9,17,85,2%,17,6247,2%,12,6425.5,25,35,135,47,10%,4%,47,6801,0%,0,25,9%,20%,5710,5.41,2.19,1.94,2.45,3.46,3.17,6.1,5.33,9.07,2%,4827,58,828,339,89,33,14%,5%,1330,3583.523791,343498.887,,,,,
S01008810,Hillside and Calton Hill - 05,City of Edinburgh,759,642,6839,5,10,20,99,3%,24,5882,2%,11,6638,20,16,13,61,10%,3%,46,6918,84%,6.6,18,6%,4%,6012,5.43,1.02,1.41,1.65,2.27,2.04,3.71,4.71,7.08,0%,6871,9,120,4752,82,32,11%,4%,2013,901.9867459,31635.7343,,,,,
S01008811,Hillside and Calton Hill - 06,City of Edinburgh,934,810,6621,5,10,19,95,2%,17,6557,2%,15,6566,35,21,45,91,9%,4%,46,6679,0%,0,45,0%,5%,5971,4.8,1.55,0.9,1.89,3,1.86,4.43,2.46,4.96,0%,6889,35,380,1620,155,43,19%,5%,729,956.3882879,50925.3,,,,,
S01008812,Hillside and Calton Hill - 07,City of Edinburgh,542,469,6441,5,10,19,93,2%,12,6361,1%,7,6764,25,23,0,79,11%,0%,38,6882,0%,5.5,28,4%,2%,3467,5.25,1.8,1.19,1.77,2.57,1.24,6.02,3.73,3.11,0%,6892,8,150,4205,95,31,20%,7%,517,964.8930483,23311.14787,,,,,
S01008813,Pilrig - 01,City of Edinburgh,1081,840,2271,2,4,7,33,15%,166,2179,13%,111,1800,125,232,265,90,15%,6%,104,2438,80%,6,101,4%,16%,4041,4.62,4.04,2.55,2.88,4.2,2.32,9.32,7.46,5.15,0%,4151,35,328,1997,224,47,23%,5%,420,1718.420599,67236.71981,,,,,
S01008814,Pilrig - 02,City of Edinburgh,929,725,4744,4,7,14,69,5%,50,4846,5%,39,4437,50,84,130,66,12%,0%,67,5590,74%,5.77,59,6%,7%,3300,4.81,3.37,1.38,1.89,3.4,2.44,6.19,4.24,4.65,0%,6065,38,414,1425,167,43,20%,5%,644,1184.868904,59923.84707,,,,,
S01008815,Pilrig - 03,City of Edinburgh,904,743,3089,3,5,9,45,11%,103,3064,10%,73,2743,95,55,31,52,14%,4%,70,4418,75%,5.43,75,6%,3%,2320,5.01,3.22,1.26,1.82,3.64,2.84,6.88,4.44,6.26,0%,5824,23,258,2643,277,66,31%,7%,161,1748.708146,64344.56083,,,,,
S01008816,Pilrig - 04,City of Edinburgh,611,488,3010,3,5,9,44,7%,45,4139,8%,38,3407,90,160,46,97,14%,3%,92,3619,74%,4.4,78,17%,0%,659,2.82,2.58,2.11,1,4.43,1.84,6.64,5.96,5.85,0%,6468,12,199,3422,132,27,25%,5%,343,2261.629478,110125.6018,,,,,
S01008817,Bonnington - 01,City of Edinburgh,850,678,2566,2,4,8,37,13%,110,2690,11%,77,2302,115,170,75,87,16%,5%,101,2925,77%,4.86,85,2%,5%,2252,2.44,2.45,2.28,2.13,4.51,2.35,6.07,5.7,5.33,0%,6071,27,322,2050,187,37,24%,5%,386,2350.306591,136510.5466,,,,,
S01008818,Bonnington - 02,City of Edinburgh,1051,838,5930,5,9,18,86,4%,40,5553,3%,25,5789,50,30,11,72,13%,4%,43,6324,84%,5.86,35,0%,13%,5683,3.32,3.11,3.06,3.17,5.12,3.35,8.21,7.45,6.05,0%,3722,21,202,3368,160,16,21%,2%,841,2656.011154,119797.342,,,,,
S01008819,Bonnington - 03,City of Edinburgh,740,544,5771,5,9,17,83,4%,31,5369,3%,18,5581.5,50,19,16,250,20%,10%,76,4741,0%,6.27,23,0%,16%,6668,2.62,1.8,2.06,2.32,3.33,3.16,5.51,4.88,6.75,0%,6264,36,493,1040,57,33,8%,5%,2823.5,1573.419485,84752.88983,,,,,
S01008820,Bonnington - 04,City of Edinburgh,1137,875,1890,2,3,6,28,16%,184,2036,14%,126,1560,145,243,269,144,21%,8%,104,1575,76%,4.52,93,4%,11%,2120,1.1,1.32,0.98,2.68,4.45,3.05,2.81,2.43,5.89,0%,6884,43,374,1646,260,57,23%,5%,415,1716.483832,67112.32816,,,,,
S01008821,Trinity East and The Dudleys - 01,City of Edinburgh,734,491,6247,5,9,18,90,6%,41,4771,3%,14,5969,35,66,0,95,10%,10%,61,6428,92%,6.33,29,5%,15%,6435,1.82,1.32,1.18,2.51,3.95,3.87,3.25,3.41,7.37,0%,6708,16,221,3103,93,15,13%,2%,2118.5,1281.495056,57461.33946,,,,,
S01008822,Trinity East and The Dudleys - 02,City of Edinburgh,749,469,6842,5,10,20,99,3%,22,5994,2%,10,6461,40,25,0,74,11%,0%,63,6410,92%,5.85,28,0%,23%,6518,2.59,2.1,0.9,1.79,3.02,4.08,5.97,3.06,8.57,0%,6594,13,176,3779,38,13,5%,2%,4916,1917.409918,106341.0619,,,,,
S01008823,Trinity East and The Dudleys - 03,City of Edinburgh,693,413,6289,5,10,19,91,3%,18,6176,3%,14,5536,35,21,20,72,14%,0%,52,6534,90%,6.1,32,2%,26%,6379,3.67,1.55,2.44,1.95,3.19,2.77,4.33,5.59,7.3,0%,6378,35,512,954,42,3,7%,0%,4852,3070.797573,229381.8385,,,,,
S01008824,Trinity East and The Dudleys - 04,City of Edinburgh,1018,657,6604,5,10,19,95,3%,35,5741,3%,17,6074,40,67,14,42,15%,7%,51,6326,0%,6.36,29,0%,13%,6737,3.61,1.27,1.54,2.37,2.4,3.35,4.67,6.21,10.85,0%,6421,27,269,2523,68,29,7%,3%,3684,2618.941806,126952.5517,,,,,
S01008825,Trinity East and The Dudleys - 05,City of Edinburgh,631,405,6892,5,10,20,99,2%,12,6524,1%,5,6830,50,119,41,62,13%,0%,64,5605,0%,6.6,30,0%,24%,6944,3.15,1.53,1.86,2.81,2.96,3.97,5.26,6.59,10.76,0%,5848,11,177,3764,27,21,4%,3%,4566,1971.215605,91516.23496,,,,,
S01008826,Trinity - 01,City of Edinburgh,678,495,4030,3,6,12,58,8%,54,3928,9%,42,3202.5,75,247,86,112,15%,11%,77,3771,0%,6,46,0%,17%,5991,3.63,1.67,2.47,3.09,3.52,3.89,5.55,8.34,10.04,0%,5000,23,344,1873,142,37,22%,6%,475,3086.163562,100548.3381,,,,,
S01008827,Trinity - 02,City of Edinburgh,763,408,6878,5,10,20,99,2%,13,6602,1%,5,6849,30,5,24,97,14%,0%,58,6584,0%,5.4,6,0%,30%,6915,4.52,2.03,2.72,2.38,4.28,2.79,8.41,10.97,7.7,0%,4484,19,252,2723,8,14,1%,2%,6466,2735.872211,175138.634,,,,,
S01008828,Trinity - 03,City of Edinburgh,889,582,6006,5,9,18,87,4%,33,5599,4%,23,5135,50,26,16,83,13%,8%,65,5767,94%,6.06,33,0%,27%,6681,3.98,2.66,2,1.73,4.96,3.04,8.62,7.96,7,0%,4842,21,239,2883,111,27,13%,3%,1980,3265.687394,242105.9947,,,,,
S01008829,Trinity - 04,City of Edinburgh,746,450,6027,5,9,18,87,5%,37,5015,4%,16,5444,50,126,193,58,13%,0%,61,5471,88%,6.23,58,6%,21%,5667,3.07,3.11,1.7,1.75,5.51,2.74,8.06,6.39,4.83,0%,5429,10,136,4442,43,11,6%,2%,4700,1943.551335,140914.5915,,,,,
S01008830,Trinity - 05,City of Edinburgh,942,576,6648,5,10,20,96,2%,19,6475,4%,21,5333,45,60,0,65,11%,0%,74,6022,0%,5.86,27,0%,23%,6680,4.28,1.77,2.67,2.18,4.39,1.74,7.17,8.96,5.05,0%,5574,14,151,4183,31,16,4%,2%,5006,2145.160169,120058.9941,,,,,
S01008831,Trinity - 06,City of Edinburgh,731,413,6630,5,10,20,96,2%,15,6455,3%,13,5648,40,14,51,59,16%,0%,58,6247,0%,6.14,18,3%,30%,6701,4.63,1.25,2.96,2.52,3.78,2.49,4.92,10.1,6.31,5%,5278,19,263,2576,21,3,3%,0%,6482,2507.950431,165300.3173,,,,,
S01008832,"Inverleith, Goldenacre and Warriston - 01",City of Edinburgh,846,504,6486,5,10,19,93,2%,13,6687,2%,8,6726,40,52,161,94,11%,7%,64,5916,0%,6.4,44,0%,43%,6648,2.44,4.38,3.61,3.85,3.98,3.6,11.9,10.75,9.11,0%,2316,21,251,2733,32,7,5%,1%,5565,6570.369469,785567.0851,,,,,
S01008833,"Inverleith, Goldenacre and Warriston - 02",City of Edinburgh,1050,665,6640,5,10,20,96,5%,54,4944,3%,18,6065,50,0,24,54,13%,6%,68,6110,0%,6.38,15,0%,22%,6848,3.18,2.02,3.23,2.87,4.42,0.93,6.68,6.34,2.27,0%,6611,5,48,6198,51,26,5%,3%,4596,2530.426467,150796.2839,,,,,
S01008834,"Inverleith, Goldenacre and Warriston - 03",City of Edinburgh,1142,711,6874,5,10,20,99,1%,14,6809,2%,12,6670,35,45,0,87,14%,2%,67,6244,92%,6.14,26,5%,25%,6501,2.56,2.91,2.62,3.97,5.32,1.75,8.46,5.14,4.58,0%,5222,25,222,3084,54,21,5%,2%,4954,3594.674991,471612.3833,,,,,
S01008835,"Inverleith, Goldenacre and Warriston - 04",City of Edinburgh,847,530,6062,5,9,18,87,4%,34,5446,4%,21,5152,50,13,0,92,16%,8%,69,5674,89%,6.13,61,1%,13%,5563,3.91,1.67,3.2,2.06,3.38,2.52,5.51,7.05,8.07,0%,5907,16,191,3534,46,14,6%,2%,4768,3724.462776,368458.7254,,,,,
S01008836,Broughton North and Powderhall - 01,City of Edinburgh,701,557,2764,2,4,8,40,12%,87,2799,10%,54,2822,115,143,254,130,20%,6%,76,2725,76%,5.13,76,3%,6%,2614,3.44,3.5,3.83,2.53,4.89,2.69,8.77,9.11,7.42,0%,3686,18,260,2613,140,24,21%,4%,691,2913.403703,185081.9123,,,,,
S01008837,Broughton North and Powderhall - 02,City of Edinburgh,1202,991,4952,4,8,15,71,6%,72,4608.5,6%,63,3987.5,65,128,96,73,14%,2%,65,4809,88%,6.67,44,0%,5%,6190,2.4,3.11,2.82,2.41,4.48,2.06,8.37,7.87,6.31,0%,5196,17,143,4291,284,106,28%,10%,146,2135.516116,89799.08098,,,,,
S01008838,Broughton North and Powderhall - 03,City of Edinburgh,1188,961,5585,5,9,17,81,4%,43,5651,4%,35,5347,50,69,26,63,11%,3%,53,6118,84%,5,34,3%,5%,3889,1.58,2.4,1.83,2.83,4.08,1.79,6.49,4.27,4.06,0%,6583,35,298,2248,207,72,21%,7%,468,2939.390718,169458.8385,,,,,
S01008839,Broughton North and Powderhall - 04,City of Edinburgh,1100,871,5778,5,9,17,83,5%,50,5209,5%,40,4807,50,26,46,61,11%,2%,55,6206,87%,5.53,27,4%,10%,5273,2.1,2.61,2.68,2.08,2.85,1.34,7.84,6.94,5.27,0%,6361,18,166,3926,156,62,15%,6%,1012,1442.597075,76532.59252,,,,,
S01008840,Broughton South - 01,City of Edinburgh,1133,881,6599,5,10,19,95,2%,26,6326,2%,22,6162,40,23,19,78,11%,4%,59,6362,88%,5.48,32,1%,14%,5519,2.62,2.06,2.91,2.07,2.79,1.91,7.58,8.27,7.33,0%,5956,19,170,3863,164,39,15%,4%,1368,1255.052249,65867.43214,,,,,
S01008841,Broughton South - 02,City of Edinburgh,755,574,6384,5,10,19,92,3%,23,5941,1%,6,6901,30,39,0,42,12%,0%,57,6717,88%,4.6,40,0%,13%,4659,3.39,2.6,3.53,1.83,3.69,2.61,8.18,8.84,5.9,0%,5080,21,282,2407,74,22,13%,4%,1701,1785.354663,83173.10708,,,,,
S01008842,Broughton South - 03,City of Edinburgh,1052,837,6638,5,10,20,96,2%,22,6439,2%,14,6656,25,29,26,27,6%,3%,58,6869,81%,0,40,0%,8%,5260,4.09,4.08,3.52,2.58,4.85,2.44,10.25,8.95,7.17,0%,3358,7,67,5801,129,6,15%,1%,2080,1286.839443,95024.35953,,,,,
S01008843,Broughton South - 04,City of Edinburgh,1064,928,5516,4,8,16,80,4%,46,5312,4%,35,5314,55,91,108,63,13%,5%,55,5580,86%,6,36,0%,2%,5151,4,1.85,2.45,2.32,3.29,2.34,4.63,5.62,4.32,6%,5603,37,352,1801,177,43,20%,5%,643,2250.994189,92967.47257,,,,,
S01008844,Broughton South - 05,City of Edinburgh,747,594,5762,5,9,17,83,5%,37,5017,3%,19,5622,65,126,0,67,10%,0%,61,5583,81%,0,22,0%,7%,4748,3.6,2.01,2.98,2.5,3.56,2.61,6.65,8.06,5.28,0%,5554,10,136,4446,140,7,20%,1%,1028.5,1095.124269,35080.01963,,,,,
S01008845,New Town East and Gayfield - 01,City of Edinburgh,859,712,6491,5,10,19,94,2%,15,6585,1%,8,6858,20,74,13,36,12%,13%,58,6812,0%,0,14,0%,4%,6664,3.83,1.5,1.75,1.96,3,2.48,4.17,4.32,5.56,0%,6683,71,826,340,121,9,14%,1%,2087,2215.346292,114064.0536,,,,,
S01008846,New Town East and Gayfield - 02,City of Edinburgh,691,554,5045,4,8,15,73,6%,42,4586,6%,32,4194,65,122,83,98,13%,6%,59,4922,0%,5.18,24,9%,5%,4502,2.68,2.06,2.48,1.59,2.2,1.96,6.67,6.22,5.65,0%,6256,15,220,3120,104,18,13%,2%,2134,1820.861506,87989.3263,,,,,
S01008847,New Town East and Gayfield - 03,City of Edinburgh,642,544,6709,5,10,20,97,2%,10,6681,2%,9,6645,10,25,0,74,7%,0%,32,6973,0%,0,13,0%,7%,6799,2.8,2.52,2.71,1.86,1.9,2.08,6.99,6.6,5.42,1%,5955,32,505,987,77,10,13%,2%,2113,1904.921781,49259.01287,,,,,
S01008848,New Town East and Gayfield - 04,City of Edinburgh,621,491,5550,4,8,16,80,5%,33,4879,6%,28,4319,50,57,0,66,15%,5%,68,5670,0%,6.4,23,0%,10%,6447,2.88,2.68,2.99,2.13,1.86,2.17,8.84,7.34,6.36,0%,5908,15,245,2820,80,22,10%,3%,2658,1419.271668,51653.05687,,,,,
S01008849,New Town West - 01,City of Edinburgh,746,560,6711,5,10,20,97,1%,10,6770,2%,11,6480,30,50,15,33,8%,7%,45,6835,0%,0,11,0%,16%,6617,3.55,2.79,2.31,3.06,1.85,2.76,7.54,4.7,5.76,0%,5573,26,353,1797,114,35,16%,5%,1125,3294.418369,202455.4762,,,,,
S01008850,New Town West - 02,City of Edinburgh,713,500,6924,5,10,20,100,2%,16,6348,2%,9,6640,15,36,21,46,10%,0%,53,6926,0%,0,14,0%,10%,6311,3.11,1.84,2.59,2.67,1.94,2.83,5.06,4.56,6.24,0%,6461,10,142,4309,72,23,9%,3%,3181.5,1430.709523,71918.61536,,,,,
S01008851,New Town West - 03,City of Edinburgh,1008,743,4359,4,7,13,63,10%,103,3351,7%,51,3739.5,75,123,92,73,14%,0%,81,4248,0%,0,34,0%,9%,5530,3.75,1.23,2.64,1.78,2.67,2.51,2.8,4.06,5.51,0%,6756,17,171,3852,263,43,26%,4%,366,1695.379285,79065.78465,,,,,
S01008852,New Town West - 04,City of Edinburgh,1028,673,6805,5,10,20,98,2%,20,6509,2%,16,6223,30,62,94,49,12%,0%,51,6643,0%,0,11,0%,16%,6623,4.45,1.89,3.06,2.98,2.81,3.18,5.02,7.19,8.3,0%,5297,24,237,2917,66,10,7%,1%,4664,2676.900064,157260.1923,,,,,
S01008853,Canonmills and New Town North - 01,City of Edinburgh,609,486,6748,5,10,20,97,3%,17,6063.5,2%,10,6453,25,66,0,58,12%,8%,52,6759,0%,0,6,9%,8%,6722,2.24,2.63,2.35,2.63,2.07,1.81,7.75,6.05,5.93,0%,5972,11,183,3670,96,53,14%,8%,939,1551.182174,57831.40009,,,,,
S01008854,Canonmills and New Town North - 02,City of Edinburgh,912,707,6938,5,10,20,100,1%,10,6844,1%,8,6878,20,12,12,23,10%,3%,45,6942,0%,0,5,0%,8%,5340,2.41,2.47,2.21,2.57,1.64,2.21,7.04,5.5,7.12,0%,6393,7,78,5585,116,37,13%,4%,1714,1467.153698,51281.39029,,,,,
S01008855,Canonmills and New Town North - 03,City of Edinburgh,1141,924,6894,5,10,20,99,2%,25,6377,2%,15,6673,20,55,0,49,11%,3%,47,6898,85%,6.17,13,4%,15%,6319,1.98,1.89,1.87,1.9,2.51,1.87,4.29,4.18,5.57,0%,6837,20,178,3750,117,48,11%,5%,1986,2725.029525,121593.9331,,,,,
S01008856,Canonmills and New Town North - 04,City of Edinburgh,560,461,6826,5,10,20,98,3%,14,6217.5,2%,9,6521,30,0,0,88,12%,0%,42,6854,84%,0,21,0%,11%,6610,0.9,1.36,1.46,3.16,3.49,1,2.32,3.29,2.71,0%,6968,8,145,4267,99,49,18%,9%,550,1030.887996,33992.8673,,,,,
S01008857,Stockbridge - 01,City of Edinburgh,807,619,6694,5,10,20,96,4%,32,5463,2%,15,6156,25,60,14,30,13%,0%,61,6721,0%,0,22,0%,10%,6559,2.1,2.6,1.9,3.14,2.9,2.49,7.72,5.48,7.43,0%,5941,6,75,5629,79,33,10%,4%,2254,1770.255539,108681.8459,,,,,
S01008858,Stockbridge - 02,City of Edinburgh,627,455,6616,5,10,19,95,4%,23,5624,2%,8,6587,25,24,0,31,12%,0%,41,6902,0%,0,9,0%,16%,6939,2.84,2.69,2.49,3.39,4.02,2.86,9.77,8.18,9.94,0%,3893,12,194,3494,37,24,7%,4%,3354,1568.10937,64694.30759,,,,,
S01008859,Stockbridge - 03,City of Edinburgh,1090,784,6195,5,9,18,89,6%,60,4798,2%,17,6362,65,34,38,89,13%,0%,70,5077,0%,0,21,0%,17%,6272,3.16,1.59,2.31,1.16,2.06,2.21,4.55,4.95,5.79,0%,6820,13,121,4737,179,63,16%,6%,934,1769.719394,69399.27719,,,,,
S01008860,Stockbridge - 04,City of Edinburgh,877,685,5426,4,8,16,78,6%,51,4682,4%,31,4844,60,91,36,101,14%,0%,63,5099,85%,5.83,26,3%,8%,5380,4.15,1.47,1.69,1.94,3.06,1.58,3.61,3.44,3.73,0%,6845,19,219,3126,136,45,15%,5%,1123,1720.138219,72255.84857,,,,,
S01008861,Stockbridge - 05,City of Edinburgh,777,533,6976,5,10,20,100,1%,5,6950,1%,4,6948,10,13,0,46,12%,0%,47,6966,0%,0,11,0%,36%,6929,4.03,2.04,2.36,2.83,3.46,2.13,6.56,7.1,6.76,0%,5773,8,104,5028,36,15,5%,2%,5056,2652.373822,122700.2878,,,,,
S01008862,Stockbridge - 06,City of Edinburgh,943,757,6033,5,9,18,87,5%,43,5203,4%,31,5085,45,45,20,80,13%,3%,57,6045,0%,0,18,0%,17%,6728,4.11,2.22,1.11,2.68,3.78,1.39,5.35,3.13,3.81,1%,6352,15,161,3997,152,58,17%,7%,724,1839.052951,56988.41244,,,,,
S01008863,Stockbridge - 07,City of Edinburgh,655,469,6588,5,10,19,95,4%,27,5404,2%,10,6344,40,68,0,67,13%,3%,78,5952,0%,4.8,24,0%,28%,6557,3.73,2.81,1.05,2.59,3.61,2.03,5.12,2.99,4.91,0%,6496,13,201,3384,51,29,7%,4%,3400,1937.008359,125064.2447,,,,,
S01008864,Comely Bank - 01,City of Edinburgh,1456,1044,6732,5,10,20,97,1%,12,6921,1%,8,6941,35,12,0,33,5%,7%,60,6813,0%,0,10,0%,3%,6155,3.39,4.98,3.59,2.79,3,4.03,11.59,9.82,11.3,5%,2202,21,146,4249,38,16,5%,2%,4719,4359.801618,473534.2119,,,,,
S01008865,Comely Bank - 02,City of Edinburgh,966,688,6870,5,10,20,99,2%,23,6288.5,1%,9,6834,30,12,12,63,9%,0%,51,6805,88%,6.11,24,0%,17%,6443,2.8,3.86,2.68,1.81,2.63,3.34,8.14,6.78,8.5,9%,4343,8,84,5439.5,51,43,6%,5%,3350,1693.658698,90529.14966,,,,,
S01008866,Comely Bank - 03,City of Edinburgh,766,591,6890,5,10,20,99,2%,19,6229,1%,5,6921,20,19,0,93,12%,2%,51,6859,0%,0,15,0%,20%,6386,3.34,3.01,1.72,2.27,3.22,2.43,7.4,5.69,7.28,1%,5264,10,132,4517,66,28,8%,4%,3121,1682.445862,50749.03011,,,,,
S01008867,Comely Bank - 04,City of Edinburgh,870,584,6965,5,10,20,100,1%,5,6958,1%,6,6892,10,33,0,72,9%,5%,49,6963,0%,0,10,0%,28%,6971,3.47,3.03,2.74,3.38,3.16,2.54,8.48,8.6,8.31,0%,4480,7,82,5502,29,30,4%,4%,4771,2378.034612,110327.18,,,,,
